cashup_id,restaurant_id,bod_amount,sales,expenses,tax,delivery_charges,eod_amount,match,banking_id,cash_up_date,cashup_status
48,1,1493.46,2514.55,2318.0,213.48,56.08,1633.93,True,48,2024-02-17,Completed
49,1,1162.29,2377.98,2513.61,203.9,104.19,922.4700000000003,True,49,2024-02-18,Completed
50,1,205.9200000000003,2816.74,1934.4,240.97,109.44,978.8199999999997,True,50,2024-02-19,Completed
51,1,238.0599999999997,2597.48,1488.34,222.21,100.41,1246.789999999999,True,51,2024-02-20,Completed
52,1,826.7399999999991,2728.72,2419.2,234.52,132.86,1003.399999999999,True,52,2024-02-21,Completed
53,1,897.4799999999993,2632.16,2477.63,225.73,115.84,936.1699999999993,True,53,2024-02-22,Completed
54,1,441.2199999999993,2500.92,2436.64,213.6,87.95,417.5499999999996,True,54,2024-02-23,Completed
55,1,332.7599999999995,2721.01,2617.4,234.24,141.77,294.5999999999995,True,55,2024-02-24,Completed
56,1,201.1999999999994,2575.18,2022.19,219.89,90.22,663.9699999999991,True,56,2024-02-25,Completed
57,1,496.0199999999991,3030.28,1527.37,259.5,123.96,1874.969999999999,True,57,2024-02-26,Completed
58,1,1471.029999999999,2654.71,1826.92,227.72,117.71,2181.11,True,58,2024-02-27,Completed
59,1,639.3999999999996,2816.7,2363.77,240.48,97.16,995.17,True,59,2024-02-28,Completed
60,1,856.39,2561.09,2625.44,220.32,129.24,662.7999999999995,True,60,2024-02-29,Completed
61,1,645.0699999999995,2829.99,1557.78,243.31,138.88,1778.4,True,61,2024-03-01,Completed
62,1,1266.75,2705.16,2458.67,231.22,99.53999999999999,1413.699999999999,True,62,2024-03-02,Completed
63,1,1034.639999999999,3103.66,2318.65,266.68,149.23,1670.419999999999,True,63,2024-03-03,Completed
64,1,1406.959999999999,2785.28,2515.59,237.55,89.74,1586.909999999999,True,64,2024-03-04,Completed
65,1,460.3699999999988,2860.95,2124.0,245.22,122.41,1074.909999999999,True,65,2024-03-05,Completed
66,1,290.4299999999987,2939.55,1948.97,251.86,123.13,1157.879999999999,True,66,2024-03-06,Completed
67,1,855.9899999999988,2825.77,1851.02,241.07,92.82,1737.919999999998,True,67,2024-03-07,Completed
68,1,988.4299999999985,2773.22,1590.15,239.56,165.14,2006.359999999999,True,68,2024-03-08,Completed
69,1,1688.019999999999,2593.12,2071.36,222.24,110.55,2099.229999999998,True,69,2024-03-09,Completed
70,1,1243.869999999998,2907.21,2483.79,249.7,137.56,1529.729999999998,True,70,2024-03-10,Completed
71,1,1199.979999999998,2750.76,1419.6,235.49,110.59,2420.549999999998,True,71,2024-03-11,Completed
72,1,2139.969999999998,2663.14,1437.88,229.56,146.18,3219.049999999998,True,72,2024-03-12,Completed
73,1,2562.499999999998,2662.96,1849.87,226.9,80.37,3295.219999999998,True,73,2024-03-13,Completed
74,1,1448.529999999997,2672.08,3712.86,230.55,152.4,255.3499999999968,True,74,2024-03-14,Completed
75,1,12.95999999999682,2892.08,1316.09,248.58,140.82,1448.129999999997,True,75,2024-03-15,Completed
76,1,758.0499999999969,2816.52,2224.98,241.05,111.84,1237.749999999997,True,76,2024-03-16,Completed
77,1,812.619999999997,2764.31,2345.58,237.37,129.32,1102.029999999997,True,77,2024-03-17,Completed
78,1,838.1299999999973,2794.58,1808.38,238.06,83.25,1741.079999999997,True,78,2024-03-18,Completed
79,1,973.0999999999972,2923.32,1105.99,249.19,91.05,2699.379999999996,True,79,2024-03-19,Completed
80,1,1353.769999999997,2738.51,1946.7,234.91,121.87,2023.709999999997,True,80,2024-03-20,Completed
81,1,1120.719999999997,2755.8,1189.34,234.12,65.67,2621.509999999997,True,81,2024-03-21,Completed
82,1,310.7799999999975,2817.14,1548.06,240.34,92.2,1487.659999999998,True,82,2024-03-22,Completed
83,1,76.0299999999977,2692.89,2547.87,230.2,99.74,121.3099999999975,True,83,2024-03-23,Completed
84,1,88.90999999999747,2960.67,1556.44,253.48,120.07,1373.069999999998,True,84,2024-03-24,Completed
85,1,97.67999999999756,2686.75,2982.39,228.95,81.22,-279.1800000000023,True,85,2024-03-25,Completed
86,1,-289.1800000000023,2714.44,3599.81,232.29,106.76,-1281.310000000002,True,86,2024-03-26,Completed
87,1,-1291.310000000002,2389.89,1535.78,205.15,109.76,-546.9600000000021,True,87,2024-03-27,Completed
88,1,-556.9600000000021,2700.69,2302.54,231.91,126.13,-284.9400000000022,True,88,2024-03-28,Completed
89,1,-294.9400000000022,2743.17,1734.02,234.5,102.09,612.1199999999973,True,89,2024-03-29,Completed
90,1,421.5499999999973,2970.23,2116.95,254.59,127.35,1147.479999999998,True,90,2024-03-30,Completed
91,1,833.6499999999983,2612.79,2219.09,225.09,139.91,1087.439999999998,True,91,2024-03-31,Completed
92,1,381.979999999998,2722.65,509.72,232.64,98.88,2496.029999999998,True,92,2024-04-01,Completed
93,1,596.8799999999978,2417.49,2625.67,206.3,81.14,307.559999999998,True,93,2024-04-02,Completed
94,1,157.789999999998,2599.01,1801.26,221.01,67.55,887.989999999998,True,94,2024-04-03,Completed
95,1,93.76999999999794,3058.83,1427.14,263.39,160.67,1564.789999999998,True,95,2024-04-04,Completed
96,1,829.8199999999983,2496.02,3132.41,213.0,83.52,109.9099999999985,True,96,2024-04-05,Completed
97,1,37.35999999999848,2916.18,1911.38,250.49,138.61,903.5499999999985,True,97,2024-04-06,Completed
98,1,547.5499999999985,2668.53,1327.9,227.18,75.34,1812.839999999999,True,98,2024-04-07,Completed
99,1,1538.359999999999,2764.98,1714.59,235.93,91.75,2496.999999999998,True,99,2024-04-08,Completed
100,1,635.8399999999981,2461.88,3729.71,211.02,105.59,-737.5800000000016,True,100,2024-04-09,Completed
101,1,-747.5800000000016,2834.8,1975.4,243.79,141.85,-30.0300000000021,True,101,2024-04-10,Completed
102,1,-40.0300000000021,2846.82,3289.93,243.27,102.95,-586.0900000000017,True,102,2024-04-11,Completed
103,1,-596.0900000000017,2665.13,1932.4,229.15,131.73,4.909999999998064,True,103,2024-04-12,Completed
104,1,-5.090000000001936,2753.14,2268.91,236.84,138.81,340.3299999999981,True,104,2024-04-13,Completed
105,1,283.0099999999981,2881.92,2824.25,245.04,73.84,266.839999999998,True,105,2024-04-14,Completed
106,1,202.979999999998,2754.39,1447.96,237.06,142.7,1366.709999999998,True,106,2024-04-15,Completed
107,1,412.599999999998,3028.67,1871.11,258.72,107.39,1462.769999999998,True,107,2024-04-16,Completed
108,1,285.6699999999983,2920.84,1461.58,252.12,169.11,1575.819999999998,True,108,2024-04-17,Completed
109,1,474.9999999999984,2770.13,1939.26,237.12,111.37,1194.499999999998,True,109,2024-04-18,Completed
110,1,264.8599999999982,2664.04,2441.55,229.95,154.29,333.0599999999981,True,110,2024-04-19,Completed
111,1,131.4199999999981,3028.2,2415.63,258.54,104.31,639.679999999998,True,111,2024-04-20,Completed
112,1,234.959999999998,2699.09,991.45,232.05,133.47,1809.129999999998,True,112,2024-04-21,Completed
113,1,300.7599999999984,3025.0,1821.85,258.81,117.89,1386.019999999998,True,113,2024-04-22,Completed
114,1,694.5699999999983,2705.2,1425.44,231.89,116.64,1857.689999999998,True,114,2024-04-23,Completed
115,1,411.239999999998,2807.54,1198.75,241.02,129.76,1890.269999999998,True,115,2024-04-24,Completed
116,1,1212.299999999998,2575.24,2930.14,219.62,83.25,774.1499999999983,True,116,2024-04-25,Completed
117,1,323.4199999999983,3050.65,1405.75,261.74,136.86,1831.459999999998,True,117,2024-04-26,Completed
118,1,1346.049999999998,2895.82,1052.08,247.32,102.32,3087.469999999998,True,118,2024-04-27,Completed
119,1,318.5999999999981,2633.62,1741.24,226.63,135.33,1075.649999999998,True,119,2024-04-28,Completed
120,1,577.529999999998,2735.25,2399.25,234.06,107.52,806.009999999998,True,120,2024-04-29,Completed
121,1,487.689999999998,2408.81,2961.77,205.11,68.7,-133.9700000000018,True,121,2024-04-30,Completed
122,1,-143.9700000000018,2977.16,2779.17,255.88,145.9,-91.88000000000139,True,122,2024-05-01,Completed
123,1,-101.8800000000014,2796.23,2506.59,240.93,151.56,36.19999999999794,True,123,2024-05-02,Completed
124,1,13.46999999999794,2667.21,2667.65,227.1,76.47,-63.44000000000207,True,124,2024-05-03,Completed
125,1,-73.44000000000207,2644.79,2789.98,226.41,104.89,-323.5200000000015,True,125,2024-05-04,Completed
126,1,-333.5200000000015,2639.68,2553.87,226.44,117.94,-365.6500000000014,True,126,2024-05-05,Completed
127,1,-375.6500000000014,2535.77,1828.85,215.99,74.77,256.4999999999986,True,127,2024-05-06,Completed
128,1,58.00999999999863,2841.86,2064.05,242.96,105.69,730.1299999999978,True,128,2024-05-07,Completed
129,1,597.6899999999978,2849.54,1967.79,246.17,170.06,1309.379999999998,True,129,2024-05-08,Completed
130,1,249.9699999999978,2754.12,1760.16,236.15,119.67,1124.259999999997,True,130,2024-05-09,Completed
131,1,5.609999999997171,2871.33,3248.84,246.8,140.18,-512.0800000000033,True,131,2024-05-10,Completed
132,1,-522.0800000000033,2726.91,3120.53,234.1,126.01,-1041.710000000004,True,132,2024-05-11,Completed
133,1,-1051.710000000004,3118.39,2613.54,267.37,135.35,-682.2100000000033,True,133,2024-05-12,Completed
134,1,-692.2100000000033,2874.24,1918.92,247.96,162.93,100.1799999999965,True,134,2024-05-13,Completed
135,1,73.75999999999648,2681.64,2830.81,230.1,120.77,-196.1800000000035,True,135,2024-05-14,Completed
136,1,-206.1800000000035,2697.35,2040.54,230.16,90.25,360.3799999999965,True,136,2024-05-15,Completed
137,1,188.1399999999965,2603.76,958.94,221.74,75.35,1757.609999999997,True,137,2024-05-16,Completed
138,1,1561.739999999997,2878.59,3508.2,245.56,93.86,838.2699999999965,True,138,2024-05-17,Completed
139,1,102.9999999999965,2793.52,2079.64,239.21,113.81,703.0699999999965,True,139,2024-05-18,Completed
140,1,206.9299999999965,2842.39,1668.94,244.69,148.34,1232.039999999997,True,140,2024-05-19,Completed
141,1,190.1299999999969,2907.63,2074.17,250.78,163.94,859.6499999999969,True,141,2024-05-20,Completed
142,1,747.599999999997,3069.81,1172.96,261.8,98.95,2545.499999999997,True,142,2024-05-21,Completed
143,1,1318.629999999997,2777.62,2309.79,237.52,104.73,1681.729999999997,True,143,2024-05-22,Completed
144,1,877.0999999999973,2529.55,1360.23,216.97,111.98,1934.439999999997,True,144,2024-05-23,Completed
145,1,1084.269999999997,2764.28,2929.22,236.47,106.95,812.3799999999976,True,145,2024-05-24,Completed
146,1,229.5499999999976,2873.68,1926.04,247.34,148.97,1028.219999999997,True,146,2024-05-25,Completed
147,1,844.4499999999973,2655.48,896.4,226.74,91.82,2511.709999999997,True,147,2024-05-26,Completed
148,1,2177.829999999997,2804.58,1563.09,239.38,94.32,3324.999999999998,True,148,2024-05-27,Completed
149,1,3258.289999999998,2727.53,3236.13,232.63,88.54,2661.149999999998,True,149,2024-05-28,Completed
150,1,320.5599999999977,2782.11,1250.13,236.58,72.5,1780.039999999997,True,150,2024-05-29,Completed
151,1,232.4399999999973,2712.04,2237.92,232.21,110.19,596.3699999999976,True,151,2024-05-30,Completed
152,1,491.7199999999976,2724.23,2906.89,232.12,82.13,226.9299999999977,True,152,2024-05-31,Completed
153,1,11.30999999999767,2625.83,3902.53,226.95,159.73,-1425.120000000003,True,153,2024-06-01,Completed
154,1,-1435.120000000003,2927.72,2571.27,251.21,131.92,-1210.590000000003,True,154,2024-06-02,Completed
155,1,-1220.590000000003,2743.39,1954.01,235.37,123.43,-554.640000000003,True,155,2024-06-03,Completed
156,1,-564.640000000003,2659.37,2701.83,226.44,76.6,-683.7000000000031,True,156,2024-06-04,Completed
157,1,-693.7000000000031,2874.26,1876.17,247.08,140.72,163.6699999999971,True,157,2024-06-05,Completed
158,1,49.49999999999714,2492.44,973.96,213.03,90.99,1476.989999999997,True,158,2024-06-06,Completed
159,1,121.5499999999972,3041.37,1258.47,261.47,150.11,1754.339999999997,True,159,2024-06-07,Completed
160,1,1311.379999999997,2745.75,1264.73,235.69,125.8,2666.599999999998,True,160,2024-06-08,Completed
161,1,430.1999999999975,2736.11,2274.27,232.83,74.77,817.2699999999977,True,161,2024-06-09,Completed
162,1,47.98999999999774,2787.52,262.77,236.22,51.76000000000001,2520.979999999997,True,162,2024-06-10,Completed
163,1,1103.679999999997,2729.93,2295.55,233.29,99.25,1438.809999999998,True,163,2024-06-11,Completed
164,1,264.3999999999976,2539.04,1465.07,215.99,67.8,1270.569999999998,True,164,2024-06-12,Completed
165,1,835.1299999999978,2698.89,1567.45,230.33,90.63,1875.939999999998,True,165,2024-06-13,Completed
166,1,462.8299999999979,2653.12,2120.96,226.77,97.4,897.589999999998,True,166,2024-06-14,Completed
167,1,520.219999999998,2759.95,3175.84,236.3,110.99,-6.660000000002341,True,167,2024-06-15,Completed
168,1,-16.66000000000234,2904.24,3554.58,247.6,91.27,-758.2700000000018,True,168,2024-06-16,Completed
169,1,-768.2700000000018,2772.18,3243.55,237.1,105.14,-1344.780000000002,True,169,2024-06-17,Completed
170,1,-1354.780000000002,2912.89,3042.65,249.82,128.12,-1612.660000000003,True,170,2024-06-18,Completed
171,1,-1622.660000000003,2884.29,718.91,246.22,98.44,444.2799999999974,True,171,2024-06-19,Completed
172,1,227.9099999999974,2849.53,2859.11,242.92,89.24,129.0899999999976,True,172,2024-06-20,Completed
173,1,115.7399999999977,2514.46,1856.1,215.28,101.05,673.0499999999972,True,173,2024-06-21,Completed
174,1,60.15999999999724,2748.96,1886.12,236.54,140.82,782.1799999999973,True,174,2024-06-22,Completed
175,1,704.6799999999973,3243.25,2601.02,277.65,129.84,1217.069999999998,True,175,2024-06-23,Completed
176,1,208.8899999999977,2584.65,2302.38,221.96,121.11,370.0499999999971,True,176,2024-06-24,Completed
177,1,255.8599999999971,2683.16,2379.88,230.04,116.33,442.8099999999972,True,177,2024-06-25,Completed
178,1,197.6699999999972,2640.37,2374.52,225.16,84.06,379.4599999999973,True,178,2024-06-26,Completed
179,1,222.0799999999973,2682.92,2630.22,229.05,92.4,182.3799999999975,True,179,2024-06-27,Completed
180,1,72.96999999999747,3059.13,1809.31,263.16,155.02,1167.769999999997,True,180,2024-06-28,Completed
181,1,76.47999999999729,2935.09,2345.27,251.42,121.72,544.5799999999974,True,181,2024-06-29,Completed
182,1,427.0799999999974,2725.36,2305.11,234.07,128.71,718.6199999999976,True,182,2024-06-30,Completed
183,1,410.5999999999976,2976.32,1192.1,255.48,135.97,2058.849999999998,True,183,2024-07-01,Completed
184,1,48.199999999998,2767.82,2404.49,236.92,110.19,301.3399999999979,True,184,2024-07-02,Completed
185,1,210.2299999999979,2816.23,2994.19,240.61,100.84,-68.5700000000023,True,185,2024-07-03,Completed
186,1,-78.5700000000023,2999.98,1320.94,253.47,36.4,1564.069999999997,True,186,2024-07-04,Completed
187,1,1255.469999999998,2849.69,2181.6,245.04,142.27,1781.289999999998,True,187,2024-07-05,Completed
188,1,1505.559999999998,2645.12,2481.93,227.1,122.64,1546.109999999999,True,188,2024-07-06,Completed
189,1,1483.069999999999,2949.87,2030.84,252.41,115.31,2286.789999999999,True,189,2024-07-07,Completed
190,1,1161.939999999999,2997.59,2413.36,256.54,118.29,1627.879999999999,True,190,2024-07-08,Completed
191,1,1164.089999999999,2818.03,2301.09,242.62,147.83,1533.199999999998,True,191,2024-07-09,Completed
192,1,119.7799999999984,2527.23,2000.37,215.55,81.95,564.6899999999985,True,192,2024-07-10,Completed
193,1,356.8699999999985,2744.92,1959.3,235.9,132.88,1009.609999999999,True,193,2024-07-11,Completed
194,1,848.9599999999987,2769.06,2143.81,236.29,92.1,1382.109999999999,True,194,2024-07-12,Completed
195,1,28.07999999999879,2550.97,1360.33,216.98,67.53,1151.189999999999,True,195,2024-07-13,Completed
196,1,1118.169999999999,2820.3,2303.39,240.9,100.85,1534.23,True,196,2024-07-14,Completed
197,1,1210.079999999999,2654.61,1798.89,227.32,108.12,1957.679999999999,True,197,2024-07-15,Completed
198,1,1205.009999999999,2723.2,1098.3,232.31,89.12,2740.79,True,198,2024-07-16,Completed
199,1,1405.55,2544.63,2279.84,219.32,139.65,1530.69,True,199,2024-07-17,Completed
200,1,387.8800000000001,2760.7,862.33,234.85,73.78,2212.47,True,200,2024-07-18,Completed
201,1,1930.83,2923.1,1919.64,252.99,185.68,2748.61,True,201,2024-07-19,Completed
202,1,658.3800000000001,2590.43,2511.25,220.67,77.0,660.5600000000004,True,202,2024-07-20,Completed
203,1,458.6900000000004,2887.05,892.19,246.3,94.21,2359.340000000001,True,203,2024-07-21,Completed
204,1,937.6500000000005,2872.25,1480.15,246.51,131.17,2198.58,True,204,2024-07-22,Completed
205,1,874.5100000000004,2664.8,1516.21,227.24,84.88,1938.22,True,205,2024-07-23,Completed
206,1,1264.24,2843.04,990.39,244.3,137.42,2979.470000000001,True,206,2024-07-24,Completed
207,1,1999.790000000001,3042.57,1082.71,261.73,153.14,3806.510000000001,True,207,2024-07-25,Completed
208,1,1135.140000000001,2620.38,2813.42,224.45,108.99,833.1100000000008,True,208,2024-07-26,Completed
209,1,217.3700000000008,2772.23,2002.49,238.31,136.35,850.7600000000003,True,209,2024-07-27,Completed
210,1,818.5800000000004,2551.94,1587.25,218.61,106.01,1677.26,True,210,2024-07-28,Completed
211,1,559.6600000000005,2793.51,2525.75,237.79,78.34,749.080000000001,True,211,2024-07-29,Completed
212,1,304.330000000001,2954.49,2815.7,253.32,128.18,314.9400000000008,True,212,2024-07-30,Completed
213,1,93.16000000000079,2982.07,1451.59,254.87,109.23,1514.410000000001,True,213,2024-07-31,Completed
214,1,1407.110000000001,2975.06,886.53,254.66,118.5,3377.14,True,214,2024-08-01,Completed
215,1,21.52000000000044,2981.51,1162.47,253.86,85.81,1754.750000000001,True,215,2024-08-02,Completed
216,1,457.1500000000008,2776.88,1510.98,236.82,89.72,1633.330000000001,True,216,2024-08-03,Completed
217,1,1460.280000000001,2753.49,3127.9,235.07,94.66,991.2100000000004,True,217,2024-08-04,Completed
218,1,552.1400000000003,2681.69,2239.05,229.48,105.44,889.3400000000001,True,218,2024-08-05,Completed
219,1,253.9200000000002,2779.59,1953.68,238.31,120.58,959.2499999999997,True,219,2024-08-06,Completed
220,1,153.9399999999997,2707.45,1106.27,230.01,65.3,1689.819999999999,True,220,2024-08-07,Completed
221,1,549.6299999999994,2749.01,1654.18,234.48,88.18,1556.279999999999,True,221,2024-08-08,Completed
222,1,991.0499999999993,3060.61,2867.9,261.79,117.05,1066.709999999999,True,222,2024-08-09,Completed
223,1,994.5099999999993,2765.3,2921.6,235.91,90.72,747.4899999999996,True,223,2024-08-10,Completed
224,1,184.2699999999995,2767.97,2758.13,236.4,96.84,97.26999999999921,True,224,2024-08-11,Completed
225,1,39.67999999999921,2785.14,2692.34,237.56,89.77,42.70999999999957,True,225,2024-08-12,Completed
226,1,30.38999999999957,2633.73,2389.86,226.59,133.66,140.5999999999993,True,226,2024-08-13,Completed
227,1,38.96999999999932,2679.12,1517.96,229.37,109.06,1091.069999999999,True,227,2024-08-14,Completed
228,1,25.54999999999927,2875.86,2482.31,246.64,126.38,292.7199999999995,True,228,2024-08-15,Completed
229,1,211.4999999999995,2909.54,1158.1,251.16,168.69,1794.25,True,229,2024-08-16,Completed
230,1,889.8999999999995,2622.28,1931.35,223.89,90.5,1490.33,True,230,2024-08-17,Completed
231,1,1304.78,2893.63,2604.58,247.93,121.29,1472.54,True,231,2024-08-18,Completed
232,1,991.31,2642.22,2923.74,223.63,42.35,667.4399999999999,True,232,2024-08-19,Completed
233,1,482.9299999999999,2997.58,1282.76,255.04,81.12,2116.63,True,233,2024-08-20,Completed
234,1,1503.55,2649.86,1665.56,228.71,153.09,2334.76,True,234,2024-08-21,Completed
235,1,2072.8,2808.17,3152.11,239.35,85.67,1643.189999999999,True,235,2024-08-22,Completed
236,1,1608.629999999999,2673.45,3224.92,228.48,97.42,959.739999999999,True,236,2024-08-23,Completed
237,1,858.389999999999,2478.89,1212.48,212.71,112.79,2012.009999999999,True,237,2024-08-24,Completed
238,1,1971.119999999999,2829.559999999999,3425.55,242.72,125.42,1249.709999999998,True,238,2024-08-25,Completed
239,1,958.9399999999982,3083.71,2927.77,264.2,129.16,985.7199999999979,True,239,2024-08-26,Completed
240,1,825.1799999999979,2855.43,3100.83,242.95,77.17,502.6099999999984,True,240,2024-08-27,Completed
241,1,96.57999999999839,2758.68,1260.64,236.85,127.97,1466.649999999999,True,241,2024-08-28,Completed
242,1,180.1499999999987,2532.5,1088.59,217.2,111.64,1512.419999999999,True,242,2024-08-29,Completed
243,1,539.7799999999987,2698.89,2070.32,232.35,141.18,1027.169999999999,True,243,2024-08-30,Completed
244,1,679.7499999999989,3034.97,1817.16,259.86,123.42,1774.139999999999,True,244,2024-08-31,Completed
245,1,639.1299999999992,2961.79,2211.6,253.63,121.43,1267.89,True,245,2024-09-01,Completed
246,1,480.0399999999996,2671.52,3602.76,228.41,99.60000000000001,-550.8000000000003,True,246,2024-09-02,Completed
247,1,-560.8000000000003,2838.85,3398.18,242.08,90.86,-1210.99,True,247,2024-09-03,Completed
248,1,-1220.99,2599.45,1494.23,222.31,98.65,-214.4200000000002,True,248,2024-09-04,Completed
249,1,-224.4200000000002,2637.97,1340.19,225.48,97.1,976.2600000000001,True,249,2024-09-05,Completed
250,1,438.6500000000001,2745.99,2090.39,236.51,145.84,948.41,True,250,2024-09-06,Completed
251,1,624.14,2828.76,2804.43,242.47,121.37,527.1000000000003,True,251,2024-09-07,Completed
252,1,183.1200000000002,2933.52,3512.23,251.84,135.73,-531.3199999999997,True,252,2024-09-08,Completed
253,1,-541.3199999999997,2918.73,1617.21,249.56,109.05,651.1500000000003,True,253,2024-09-09,Completed
254,1,243.7700000000003,2752.89,1911.94,235.0,93.57000000000001,991.1500000000002,True,254,2024-09-10,Completed
255,1,796.5000000000002,2630.09,2867.67,224.37,85.86,473.0600000000001,True,255,2024-09-11,Completed
256,1,243.45,2602.04,1036.16,223.48,122.4,1686.93,True,256,2024-09-12,Completed
257,1,976.0799999999996,2733.67,2498.01,234.05,110.93,1100.809999999999,True,257,2024-09-13,Completed
258,1,1029.409999999999,2998.41,2323.66,255.77,97.42,1606.739999999999,True,258,2024-09-14,Completed
259,1,1056.379999999999,2836.34,1844.71,241.44,79.14,1968.869999999998,True,259,2024-09-15,Completed
260,1,1491.219999999998,2701.46,1891.51,230.8,96.4,2204.769999999998,True,260,2024-09-16,Completed
261,1,166.8099999999981,3088.01,2868.18,264.37,124.27,262.3699999999981,True,261,2024-09-17,Completed
262,1,55.08999999999807,2716.4,1249.33,232.6,111.11,1411.049999999998,True,262,2024-09-18,Completed
263,1,1234.889999999998,2708.25,1189.49,230.91,84.76,2668.889999999998,True,263,2024-09-19,Completed
264,1,1396.869999999998,2477.7,2676.51,210.49,58.83,1139.229999999997,True,264,2024-09-20,Completed
